,selling_price,Company,CarName,km_driven,cost/km,engine,max_power,owner,seats,Age,Dealer,Individual,Trustmark Dealer,Automatic,Manual,CNG,Diesel,LPG,Petrol
892,900000,Skoda,Octavia,168000,4.368932038834951,1968,141.0,1,5.0,10,0,1,0,0,1,0,1,0,0
893,180000,Ford,Figo,110000,4.5,1399,68.0,2,5.0,15,0,1,0,0,1,0,1,0,0
894,421000,Mahindra,Bolero,120000,6.61764705882353,2523,63.0,2,7.0,15,0,1,0,0,1,0,1,0,0
895,204999,Tata,Indigo,120000,4.714510214772132,1396,69.0,2,5.0,13,0,1,0,0,1,0,1,0,0
896,900000,Honda,WR-V,40000,3.5294117647058822,1498,98.6,1,5.0,8,0,1,0,0,1,0,1,0,0
897,165000,Honda,City,110000,5.649717514124294,1497,78.0,2,5.0,19,0,1,0,0,1,0,0,0,1
898,270000,Hyundai,i20,100000,4.109589041095891,1396,90.0,4,5.0,15,0,1,0,0,1,0,1,0,0
899,750000,Maruti,Vitara,40000,3.7037037037037037,1248,88.5,1,5.0,8,0,1,0,0,1,0,1,0,0
900,750000,Hyundai,Elite,30000,5.376344086021505,1197,81.86,1,5.0,6,0,1,0,0,1,0,0,0,1
901,40000,Maruti,800,80000,6.211180124223602,796,37.0,3,4.0,23,0,1,0,0,1,0,0,0,1
902,190000,Ford,Figo,90000,4.5,1399,68.0,2,5.0,14,0,1,0,0,1,0,1,0,0
903,395000,Toyota,Innova,200000,7.03125,2494,102.0,3,7.0,16,0,1,0,0,1,0,1,0,0
904,800000,Toyota,Fortuner,125000,7.826086956521739,2982,171.0,2,7.0,15,0,1,0,0,1,0,1,0,0
905,315000,Hyundai,i20,80000,5.882352941176471,1197,80.0,1,5.0,14,0,1,0,0,1,0,0,0,1
906,1600000,Audi,A4,44000,5.438066465256798,1968,147.51,2,5.0,11,0,1,0,1,0,0,1,0,0
907,409999,Toyota,Etios,90000,3.8151759220008477,1364,67.04,1,5.0,12,0,1,0,0,1,0,1,0,0
908,580000,Hyundai,Grand,32000,5.291005291005291,1197,81.86,1,5.0,7,0,1,0,0,1,0,0,0,1
909,340000,Hyundai,i20,70000,5.405405405405405,1197,82.85,1,5.0,12,0,1,0,0,1,0,0,0,1
910,270000,Hyundai,EON,43000,4.739336492890995,814,55.2,1,5.0,10,0,1,0,0,1,0,0,0,1
911,280000,Tata,Zest,80000,3.9215686274509807,1248,74.0,1,5.0,8,0,1,0,0,1,0,1,0,0
912,130000,Tata,Indica,60000,4.0358744394618835,1248,74.0,1,5.0,13,0,1,0,0,1,0,1,0,0
913,260000,Hyundai,EON,18945,4.739336492890995,814,55.2,1,5.0,11,0,1,0,0,1,0,0,0,1
914,710000,Hyundai,Grand,70000,3.75,1186,73.97,1,5.0,7,0,1,0,0,1,0,1,0,0
915,204999,Maruti,Eeco,100000,6.622516556291391,1196,73.0,3,7.0,12,0,1,0,0,1,0,0,0,1
916,300000,Datsun,GO,60000,4.849660523763336,1198,67.0,1,7.0,8,0,1,0,0,1,0,0,0,1
917,180000,Maruti,Swift,144000,4.66321243523316,1248,73.9,2,5.0,16,0,1,0,0,1,0,1,0,0
918,700000,Mahindra,TUV,120000,4.86749594375338,1493,100.0,1,7.0,9,0,1,0,0,1,0,1,0,0
919,320000,Hyundai,i20,107825,4.109589041095891,1396,90.0,2,5.0,13,0,1,0,0,1,0,1,0,0
920,370000,Maruti,Alto,15000,4.535147392290249,796,47.3,1,5.0,5,0,1,0,0,1,0,0,0,1
921,340000,Renault,KWID,10000,3.9729837107667856,799,53.3,1,5.0,7,0,1,0,0,1,0,0,0,1
922,1040000,Maruti,XL6,1620,5.260389268805891,1462,103.2,1,6.0,6,0,1,0,0,1,0,0,0,1
923,750000,Hyundai,i20,30000,4.247286455875413,1396,88.76,1,5.0,7,0,1,0,0,1,0,1,0,0
924,600000,Mahindra,TUV,70000,4.86749594375338,2179,120.0,1,9.0,7,0,1,0,0,1,0,1,0,0
925,550000,Mahindra,Bolero,70000,5.639097744360902,2523,63.0,1,9.0,9,0,1,0,0,1,0,1,0,0
926,600000,Toyota,Innova,95000,6.928406466512702,2494,100.57,2,7.0,12,0,1,0,0,1,0,1,0,0
927,550000,Tata,Tigor,50000,3.6437246963562755,1047,69.0,1,5.0,8,0,1,0,0,1,0,1,0,0
928,750000,Honda,City,160000,3.585657370517928,1498,98.6,1,5.0,10,0,1,0,0,1,0,1,0,0
929,450000,Hyundai,Santro,10000,4.926108374384237,1086,68.0,1,5.0,6,0,1,0,0,1,0,0,0,1
930,400000,Maruti,Ertiga,100000,4.333172845450169,1248,88.76,3,7.0,13,0,1,0,0,1,0,1,0,0
931,520000,Maruti,Swift,50000,3.5714285714285716,1248,74.0,2,5.0,9,0,1,0,0,1,0,1,0,0
932,199000,Maruti,Alto,60000,4.9504950495049505,998,67.1,2,5.0,12,0,1,0,0,1,0,0,0,1
933,150000,Chevrolet,Beat,110000,3.5377358490566038,936,57.6,1,5.0,13,0,1,0,0,1,0,1,0,0
934,540000,Hyundai,i20,80000,4.247286455875413,1396,88.73,3,5.0,9,0,1,0,0,1,0,1,0,0
935,250000,Maruti,SX4,85000,4.186046511627907,1248,88.8,2,5.0,14,0,1,0,0,1,0,1,0,0
936,200000,Maruti,Wagon,90000,5.291005291005291,1061,67.0,2,5.0,15,0,1,0,0,1,0,0,0,1
937,130000,Tata,Indica,90000,3.6,1396,69.0,2,5.0,14,0,1,0,0,1,0,1,0,0
938,90000,Maruti,800,90000,6.211180124223602,796,37.0,1,4.0,18,0,1,0,0,1,0,0,0,1
939,450000,Hyundai,Verna,120000,4.032258064516129,1582,126.32,2,5.0,13,0,1,0,0,1,0,1,0,0
940,280000,Hyundai,Verna,120000,4.972375690607734,1493,110.0,1,5.0,16,0,1,0,0,1,0,1,0,0
941,280000,Tata,New,160000,6.460875807609476,2956,138.1,2,7.0,18,0,1,0,0,1,0,1,0,0
942,120000,Maruti,Zen,141000,5.780346820809248,993,60.0,2,5.0,19,0,1,0,0,1,0,0,0,1
943,290000,Maruti,Swift,100000,5.056179775280898,1248,75.0,2,5.0,17,0,1,0,0,1,0,1,0,0
944,1000000,Hyundai,Creta,15000,4.072398190045249,1396,88.7,1,5.0,6,0,1,0,0,1,0,1,0,0
945,415000,Maruti,Swift,108000,4.66321243523316,1248,73.9,1,5.0,13,0,1,0,0,1,0,1,0,0
946,415000,Maruti,Swift,108000,3.8461538461538463,1248,74.0,1,5.0,13,0,1,0,0,1,0,1,0,0
947,240000,Chevrolet,Beat,55000,3.5377358490566038,936,56.3,1,5.0,10,0,1,0,0,1,0,1,0,0
948,250000,Tata,Indica,37944,4.891304347826087,1248,75.0,1,5.0,15,0,1,0,0,1,0,1,0,0
949,175000,Ford,Figo,90400,4.5,1399,68.0,1,5.0,14,0,1,0,0,1,0,1,0,0
950,220000,Hyundai,Verna,85000,5.357142857142857,1493,110.0,2,5.0,17,0,1,0,0,1,0,1,0,0
951,85000,Maruti,Zen,120000,4.326923076923077,1527,58.0,3,5.0,22,0,1,0,0,1,0,1,0,0
952,675000,Maruti,Swift,5000,4.714757190004715,1197,81.8,1,5.0,6,0,1,0,0,1,0,0,0,1
953,535000,Renault,Duster,50000,4.529441368897836,1461,83.8,1,5.0,9,0,1,0,0,1,0,1,0,0
954,675000,Renault,Triber,5000,5.0,999,72.0,1,7.0,6,0,1,0,0,1,0,0,0,1
955,800000,Maruti,Vitara,90000,3.7037037037037037,1248,88.5,1,5.0,9,0,1,0,0,1,0,1,0,0
956,425000,Maruti,Ertiga,96000,4.333172845450169,1248,88.8,2,7.0,13,0,1,0,0,1,0,1,0,0
957,150000,Maruti,Eeco,80000,6.506180871828237,1196,73.0,3,5.0,14,0,1,0,0,1,0,0,0,1
958,90000,Maruti,Zen,60000,5.4945054945054945,1061,64.0,2,5.0,18,0,1,0,0,1,0,0,0,1
959,850000,Mahindra,XUV500,90000,5.960264900662252,2179,140.0,1,7.0,10,0,1,0,0,1,0,1,0,0
960,330000,Toyota,Innova,193623,7.03125,2494,102.0,2,8.0,17,0,1,0,0,1,0,1,0,0
961,850000,Hyundai,i20,63186,3.992901508429459,1396,88.73,1,5.0,8,0,1,0,0,1,0,1,0,0
962,305000,Mahindra,Bolero,219000,6.61764705882353,2523,63.0,2,7.0,17,0,1,0,0,1,0,1,0,0
963,910000,Toyota,Innova,110000,6.928406466512702,2494,100.0,2,7.0,12,0,1,0,0,1,0,1,0,0
964,1100000,Toyota,Innova,151000,7.03125,2494,102.0,1,8.0,13,0,1,0,0,1,0,1,0,0
965,675000,Maruti,Baleno,5000,4.672897196261682,1197,83.1,1,5.0,6,0,1,0,1,0,0,0,0,1
966,150000,Maruti,Alto,91500,5.0761421319796955,796,46.3,1,5.0,15,0,1,0,0,1,0,0,0,1
967,550000,Maruti,Swift,23000,3.5714285714285716,1248,74.0,1,5.0,10,0,1,0,0,1,0,1,0,0
968,350000,Volkswagen,Vento,40000,4.381694255111976,1598,103.6,1,5.0,13,0,1,0,0,1,0,1,0,0
969,300000,Maruti,Ritz,70000,3.8793103448275863,1248,73.94,1,5.0,13,0,1,0,0,1,0,1,0,0
970,1745000,Toyota,Innova,10000,7.922535211267606,2755,171.5,1,7.0,7,0,1,0,1,0,0,1,0,0
971,611000,Mahindra,Scorpio,90000,6.428571428571429,2523,75.0,2,7.0,11,0,1,0,0,1,0,1,0,0
972,400000,Honda,Brio,68000,5.154639175257732,1198,86.8,1,5.0,9,0,1,0,0,1,0,0,0,1
973,700000,Hyundai,Elantra,120000,3.9647577092511015,1582,126.24,1,5.0,12,0,1,0,0,1,0,1,0,0
974,300000,Chevrolet,Sail,65000,4.072398190045249,1248,76.9,1,5.0,12,0,1,0,0,1,0,1,0,0
975,65000,Hyundai,Getz,85000,6.5359477124183005,1341,83.0,1,5.0,20,0,1,0,0,1,0,0,0,1
976,200000,Maruti,Wagon,94000,5.291005291005291,998,67.1,3,5.0,14,0,1,0,0,1,0,0,0,1
977,650000,Hyundai,i20,100000,3.992901508429459,1396,88.73,1,5.0,10,0,1,0,0,1,0,1,0,0
978,650000,Hyundai,i20,80000,3.992901508429459,1396,88.73,1,5.0,10,0,1,0,0,1,0,1,0,0
979,350000,Volkswagen,Polo,80000,4.077933846850929,1199,73.9,3,5.0,12,0,1,0,0,1,0,1,0,0
980,75000,Tata,Indica,140500,5.033557046979866,1396,52.8,3,5.0,14,0,1,0,0,1,0,1,0,0
981,240000,Maruti,Swift,143000,5.714285714285714,1298,85.8,1,5.0,15,0,1,0,0,1,0,0,0,1
982,240000,Maruti,Alto,60000,4.780114722753345,998,67.1,1,5.0,12,0,1,0,0,1,0,0,0,1
983,180000,Tata,Indica,120000,4.891304347826087,1248,75.0,2,5.0,14,0,1,0,0,1,0,1,0,0
984,900000,Hyundai,Santa,80000,6.917755572636434,2199,194.3,2,7.0,11,0,1,0,1,0,0,1,0,0
985,425000,Mahindra,Thar,63000,4.983388704318937,2523,63.0,2,7.0,11,0,1,0,0,1,0,1,0,0
986,95000,Chevrolet,Spark,120000,5.555555555555555,995,62.0,3,5.0,16,0,1,0,0,1,0,0,0,1
987,811000,Maruti,Swift,100000,3.1690140845070425,1248,74.02,1,5.0,7,0,1,0,0,1,0,1,0,0
988,1100000,Hyundai,Verna,60000,5.882352941176471,1591,121.3,1,5.0,7,0,1,0,0,1,0,0,0,1
989,600000,Chevrolet,Tavera,90000,6.627393225331369,2499,72.4,1,9.0,12,0,1,0,0,1,0,1,0,0
990,550000,Maruti,Ertiga,50000,4.333172845450169,1248,88.76,2,7.0,11,0,1,0,0,1,0,1,0,0
991,715000,Mahindra,Scorpio,70000,5.844155844155844,2179,120.0,1,7.0,10,0,1,0,0,1,0,1,0,0
993,100000,Tata,Indigo,120000,5.590062111801242,1405,70.0,3,5.0,19,0,1,0,0,1,0,1,0,0
994,500000,Mahindra,Scorpio,195000,6.428571428571429,2523,75.0,1,8.0,12,0,1,0,0,1,0,1,0,0
995,350000,Maruti,Wagon,40000,4.875670404680643,998,67.04,1,5.0,12,0,1,0,0,1,0,0,0,1
996,100000,Tata,Indica,40000,5.357142857142857,1405,62.0,1,5.0,17,0,1,0,0,1,0,1,0,0
997,325000,Tata,Safari,120000,6.460875807609476,2179,138.03,1,7.0,13,0,1,0,0,1,0,1,0,0
998,220000,Maruti,Wagon,360003,5.291005291005291,998,67.1,2,5.0,13,0,1,0,0,1,0,0,0,1
999,55000,Maruti,800,60000,6.211180124223602,796,37.0,2,4.0,26,0,1,0,0,1,0,0,0,1
1000,330000,Renault,KWID,20000,3.9729837107667856,799,53.3,1,5.0,9,0,1,0,0,1,0,0,0,1
1001,480000,Mahindra,Bolero,37000,5.639097744360902,2523,62.1,1,7.0,11,0,1,0,0,1,0,1,0,0
1002,950000,Maruti,S-Cross,57000,3.585657370517928,1248,88.5,2,5.0,7,0,1,0,0,1,0,1,0,0
1003,300000,Hyundai,Verna,110000,5.555555555555555,1493,110.0,2,5.0,14,0,1,0,0,1,0,1,0,0
1004,170000,Hyundai,Verna,110000,7.194244604316546,1599,103.2,4,5.0,19,0,1,0,0,1,0,0,0,1
1005,850000,Toyota,Innova,120000,6.928406466512702,2494,100.57,2,8.0,12,0,1,0,0,1,0,1,0,0
1006,900000,Tata,Tigor,8079,3.6437246963562755,1047,69.0,1,5.0,6,1,0,0,0,1,0,1,0,0
1007,1325000,Toyota,Innova,114368,6.928406466512702,2494,100.6,2,7.0,10,1,0,0,0,1,0,1,0,0
1008,350000,Ford,Fiesta,79990,5.056179775280898,1399,67.0,2,5.0,13,1,0,0,0,1,0,1,0,0
1009,425000,Ford,Figo,81632,4.5,1399,68.0,1,5.0,13,1,0,0,0,1,0,1,0,0
1010,600000,Ford,Aspire,155201,3.4482758620689653,1498,99.23,1,5.0,9,1,0,0,0,1,0,1,0,0
1011,750000,Ford,Ecosport,101504,3.9647577092511015,1498,89.84,1,5.0,11,1,0,0,0,1,0,1,0,0
1012,450000,Ford,Fiesta,90165,5.056179775280898,1399,67.0,1,5.0,13,1,0,0,0,1,0,1,0,0
1013,325000,Ford,Figo,86017,3.5294117647058822,1498,99.23,2,5.0,15,1,0,0,0,1,0,1,0,0
1014,900000,Mahindra,XUV500,85036,5.960264900662252,2179,140.0,2,7.0,12,1,0,0,0,1,0,1,0,0
1016,600000,Ford,EcoSport,125531,3.9525691699604746,1498,98.59,2,5.0,12,1,0,0,0,1,0,1,0,0
1017,1100000,Hyundai,Verna,10000,5.882352941176471,1591,121.3,1,5.0,6,0,1,0,0,1,0,0,0,1
1018,520000,Tata,Tiago,20000,4.194630872483222,1199,84.0,1,5.0,8,0,1,0,0,1,0,0,0,1
1019,885000,Mahindra,Scorpio,170000,5.844155844155844,2179,120.0,1,7.0,10,0,1,0,0,1,0,1,0,0
1020,950000,Tata,Nexon,40000,4.186046511627907,1497,108.5,1,5.0,7,0,1,0,1,0,0,1,0,0
1021,229999,Honda,City,120000,5.882352941176471,1497,118.0,2,5.0,17,0,1,0,0,1,0,0,0,1
1022,409999,Maruti,Ritz,100000,3.8793103448275863,1248,73.94,3,5.0,12,0,1,0,0,1,0,1,0,0
1023,300000,Ford,Fiesta,110000,5.056179775280898,1399,68.0,3,5.0,14,0,1,0,0,1,0,1,0,0
1024,175000,Tata,Indica,120000,5.357142857142857,1405,68.0,3,5.0,17,0,1,0,0,1,0,1,0,0
1025,108000,Maruti,Alto,206000,5.0761421319796955,796,46.3,4,5.0,25,0,1,0,0,1,0,0,0,1
1026,425000,Maruti,Celerio,40000,4.329004329004329,998,67.04,2,5.0,8,0,1,0,0,1,0,0,0,1
1027,272000,Chevrolet,Optra,170000,5.447941888619855,1991,123.7,4,5.0,14,0,1,0,0,1,0,1,0,0
1028,310000,Hyundai,i10,70000,5.047955577990914,1086,68.05,1,5.0,12,0,1,0,0,1,0,0,0,1
1029,1125000,Hyundai,Creta,105000,4.20954162768943,1396,88.7,1,5.0,8,0,1,0,0,1,0,1,0,0
1030,450000,Hyundai,Xcent,46000,5.2356020942408374,1197,81.86,2,5.0,11,0,1,0,0,1,0,0,0,1
1031,388000,Volkswagen,Polo,80000,4.077933846850929,1199,73.9,2,5.0,14,0,1,0,0,1,0,1,0,0
1032,400000,Hyundai,Verna,60000,6.172839506172839,1599,103.2,1,5.0,14,0,1,0,0,1,0,0,0,1
1033,760000,Honda,City,70000,3.585657370517928,1498,98.6,3,5.0,10,0,1,0,0,1,0,1,0,0
1034,120000,Maruti,Alto,90000,5.0761421319796955,796,46.3,1,5.0,16,0,1,0,0,1,0,0,0,1
1035,757000,Maruti,Swift,25000,3.1690140845070425,1248,74.02,1,5.0,6,0,1,0,0,1,0,1,0,0
1036,270000,Maruti,Alto,53000,4.397537379067723,796,47.3,2,5.0,10,0,1,0,0,1,0,0,0,1
1037,250000,Tata,Sumo,90000,6.642066420664206,2179,118.35,2,7.0,14,0,1,0,0,1,0,1,0,0
1038,800000,Toyota,Innova,60000,7.03125,2494,102.0,1,7.0,14,0,1,0,0,1,0,1,0,0
1039,1380000,Toyota,Fortuner,150000,6.923076923076923,2982,168.5,1,7.0,11,0,1,0,0,1,0,1,0,0
1040,700000,Mahindra,Thar,24000,5.438066465256798,2498,105.0,1,6.0,11,0,1,0,0,1,0,1,0,0
1041,450000,Honda,Mobilio,100000,3.71900826446281,1498,98.6,2,7.0,9,0,1,0,0,1,0,1,0,0
1042,650000,Mahindra,KUV,6000,5.5096418732782375,1198,82.0,1,6.0,7,0,1,0,0,1,0,0,0,1
1043,950000,Mahindra,XUV500,49700,5.960264900662252,2179,140.0,1,7.0,12,0,1,0,0,1,0,1,0,0
1044,626000,Toyota,Innova,80000,7.03125,2494,102.0,2,7.0,18,0,1,0,0,1,0,1,0,0
1046,600000,Maruti,Swift,10000,4.714757190004715,1197,81.8,1,5.0,6,0,1,0,1,0,0,0,0,1
1047,290000,Renault,KWID,21000,3.9729837107667856,799,53.3,1,5.0,6,0,1,0,0,1,0,0,0,1
1048,215000,Maruti,Alto,25000,4.780114722753345,998,67.1,1,5.0,12,0,1,0,0,1,0,0,0,1
1049,250000,Renault,KWID,22000,3.9729837107667856,799,53.3,1,5.0,9,0,1,0,0,1,0,0,0,1
1050,750000,Maruti,Ertiga,50000,3.6704730831973897,1248,88.5,1,7.0,8,0,1,0,0,1,0,1,0,0
1051,250000,Maruti,Alto,20000,4.175365344467641,998,67.05,2,5.0,9,0,1,0,0,1,0,0,0,1
1052,950000,Honda,BRV,15000,6.4935064935064934,1497,117.3,1,7.0,8,0,1,0,1,0,0,0,0,1
1053,793000,Ford,Figo,30000,3.4843205574912894,1498,99.0,1,5.0,7,0,1,0,0,1,0,1,0,0
1054,750000,Hyundai,Creta,74000,4.575495678698525,1582,126.2,1,5.0,10,0,1,0,0,1,0,1,0,0
1055,725000,Honda,Jazz,6550,5.4945054945054945,1199,88.7,1,5.0,8,0,1,0,1,0,0,0,0,1
1056,480000,Hyundai,Grand,30000,3.75,1120,70.0,1,5.0,9,0,1,0,0,1,0,1,0,0
1057,3750000,BMW,X6,56000,8.035714285714286,2993,241.0,1,4.0,12,1,0,0,1,0,0,1,0,0
1058,795000,Maruti,Swift,41779,4.714757190004715,1197,81.8,1,5.0,7,1,0,0,0,1,0,0,0,1
1059,625000,Honda,Jazz,54000,5.347593582887701,1199,88.7,1,5.0,9,1,0,0,0,1,0,0,0,1
1060,2900000,Mercedes-Benz,E-Class,31000,6.923076923076923,2143,204.0,1,5.0,9,1,0,0,1,0,0,1,0,0
1061,625000,Maruti,Ignis,37000,3.3582089552238803,1248,74.0,1,5.0,8,0,1,0,1,0,0,1,0,0
1062,440000,Chevrolet,Cruze,90000,4.972375690607734,1991,147.9,2,4.0,14,0,1,0,1,0,0,1,0,0
1063,1400000,Toyota,Corolla,13534,7.002801120448179,1798,138.03,1,5.0,7,1,0,0,0,1,0,0,0,1
1064,1450000,Toyota,Corolla,7000,6.882312456985548,1794,138.1,2,5.0,8,1,0,0,1,0,0,0,0,1
1065,2700000,Mercedes-Benz,GLA,23000,5.027932960893855,2143,136.0,1,5.0,8,1,0,0,1,0,0,1,0,0
1066,1925000,Toyota,Innova,43000,7.922535211267606,2755,171.5,1,8.0,6,1,0,0,1,0,0,1,0,0
1067,1900000,Kia,Seltos,5000,5.056179775280898,1493,113.4,1,5.0,5,1,0,0,1,0,0,1,0,0
1068,844999,Maruti,Ciaz,70000,3.2039871840512637,1248,88.5,1,5.0,8,1,0,0,0,1,0,1,0,0
1069,650000,Skoda,Rapid,99000,4.1551246537396125,1498,103.52,1,5.0,9,1,0,0,1,0,0,1,0,0
1070,750000,Maruti,Swift,15000,4.545454545454546,1197,81.8,1,5.0,7,1,0,0,0,1,0,0,0,1
1071,6000000,BMW,6,28156,5.26623756582797,2993,261.4,1,4.0,7,1,0,0,1,0,0,1,0,0
1072,610000,Honda,Jazz,30000,5.347593582887701,1199,88.7,1,5.0,10,1,0,0,0,1,0,0,0,1
1073,2940000,Toyota,Fortuner,100000,6.976744186046512,2755,174.5,1,7.0,7,1,0,0,1,0,0,1,0,0
1074,1150000,Hyundai,Creta,63309,4.575495678698525,1582,126.2,1,5.0,8,1,0,0,0,1,0,1,0,0
1075,1825000,Toyota,Innova,94000,7.922535211267606,2755,171.5,1,7.0,9,1,0,0,1,0,0,1,0,0
1076,890000,Hyundai,Elite,29000,5.74712643678161,1197,81.86,1,5.0,7,1,0,0,1,0,0,0,0,1
1077,2625000,Jaguar,XE,9000,6.61764705882353,1999,177.0,1,5.0,8,1,0,0,1,0,0,1,0,0
1078,5150000,Lexus,ES,20000,4.470272686633884,2487,214.56,1,5.0,6,1,0,0,1,0,0,0,0,1
1079,3200000,Jaguar,XF,45000,4.655975168132437,1999,177.0,1,5.0,8,1,0,0,1,0,0,1,0,0
1080,503000,Tata,Safari,110000,6.382978723404255,2179,147.94,1,7.0,10,0,1,0,0,1,0,1,0,0
1081,3800000,Volvo,XC40,20000,5.0,1969,190.0,1,5.0,6,0,1,0,1,0,0,1,0,0
1082,2000000,Toyota,Camry,68089,5.219206680584551,2494,157.7,1,5.0,9,0,0,1,1,0,0,0,0,1
1083,225000,Maruti,Wagon,58343,4.589261128958238,998,67.05,1,5.0,12,0,0,1,0,1,0,0,0,1
1084,740000,Maruti,Baleno,38817,3.2858707557502735,1248,74.0,1,5.0,7,1,0,0,0,1,0,1,0,0
1085,550000,Honda,Jazz,56494,5.4945054945054945,1199,88.7,1,5.0,9,0,0,1,0,1,0,0,0,1
1086,750000,Toyota,Innova,79328,6.928406466512702,2494,100.6,2,7.0,12,0,0,1,0,1,0,1,0,0
1087,650000,Maruti,Swift,5621,4.545454545454546,1197,81.8,1,5.0,6,0,0,1,1,0,0,0,0,1
1088,625000,Toyota,Etios,25538,5.959475566150179,1496,88.73,1,5.0,8,0,0,1,0,1,0,0,0,1
1089,600000,Maruti,Swift,69779,4.545454545454546,1197,81.8,1,5.0,7,1,0,0,1,0,0,0,0,1
1090,450000,Hyundai,Grand,56290,3.75,1186,73.97,1,5.0,8,1,0,0,0,1,0,1,0,0
1091,5400000,BMW,X4,7500,5.363528009535161,1995,190.0,1,5.0,6,1,0,0,1,0,0,1,0,0
1092,5500000,BMW,X4,8500,5.363528009535161,1995,190.0,1,5.0,6,1,0,0,1,0,0,1,0,0
1093,779000,Honda,Amaze,7032,5.2631578947368425,1199,88.76,1,5.0,6,0,0,1,1,0,0,0,0,1
1094,645000,Skoda,Rapid,11000,6.9930069930069925,1598,103.5,1,5.0,9,1,0,0,1,0,0,0,0,1
1095,2475000,Volvo,V40,2000,5.357142857142857,1984,150.0,1,5.0,7,1,0,0,1,0,0,1,0,0
1096,2625000,Jaguar,XE,9000,6.61764705882353,1999,177.0,1,5.0,8,1,0,0,1,0,0,1,0,0
1097,5150000,Lexus,ES,20000,4.470272686633884,2487,214.56,1,5.0,6,1,0,0,1,0,0,0,0,1
1098,3200000,Jaguar,XF,45000,4.655975168132437,1999,177.0,1,5.0,8,1,0,0,1,0,0,1,0,0
1099,503000,Tata,Safari,110000,6.382978723404255,2179,147.94,1,7.0,10,0,1,0,0,1,0,1,0,0
1100,3800000,Volvo,XC40,20000,5.0,1969,190.0,1,5.0,6,0,1,0,1,0,0,1,0,0
1101,2000000,Toyota,Camry,68089,5.219206680584551,2494,157.7,1,5.0,9,0,0,1,1,0,0,0,0,1
1102,225000,Maruti,Wagon,58343,4.589261128958238,998,67.05,1,5.0,12,0,0,1,0,1,0,0,0,1
1103,740000,Maruti,Baleno,38817,3.2858707557502735,1248,74.0,1,5.0,7,1,0,0,0,1,0,1,0,0
1104,550000,Honda,Jazz,56494,5.4945054945054945,1199,88.7,1,5.0,9,0,0,1,0,1,0,0,0,1
1105,750000,Toyota,Innova,79328,6.928406466512702,2494,100.6,2,7.0,12,0,0,1,0,1,0,1,0,0
1106,650000,Maruti,Swift,5621,4.545454545454546,1197,81.8,1,5.0,6,0,0,1,1,0,0,0,0,1
1107,625000,Toyota,Etios,25538,5.959475566150179,1496,88.73,1,5.0,8,0,0,1,0,1,0,0,0,1
1108,600000,Maruti,Swift,69779,4.545454545454546,1197,81.8,1,5.0,7,1,0,0,1,0,0,0,0,1
1109,450000,Hyundai,Grand,56290,3.75,1186,73.97,1,5.0,8,1,0,0,0,1,0,1,0,0
1110,5400000,BMW,X4,7500,5.363528009535161,1995,190.0,1,5.0,6,1,0,0,1,0,0,1,0,0
1111,5500000,BMW,X4,8500,5.363528009535161,1995,190.0,1,5.0,6,1,0,0,1,0,0,1,0,0
1112,779000,Honda,Amaze,7032,5.2631578947368425,1199,88.76,1,5.0,6,0,0,1,1,0,0,0,0,1
1113,645000,Skoda,Rapid,11000,6.9930069930069925,1598,103.5,1,5.0,9,1,0,0,1,0,0,0,0,1
1114,2475000,Volvo,V40,2000,5.357142857142857,1984,150.0,1,5.0,7,1,0,0,1,0,0,1,0,0
1115,2625000,Jaguar,XE,9000,6.61764705882353,1999,177.0,1,5.0,8,1,0,0,1,0,0,1,0,0
1116,5150000,Lexus,ES,20000,4.470272686633884,2487,214.56,1,5.0,6,1,0,0,1,0,0,0,0,1
1117,3200000,Jaguar,XF,45000,4.655975168132437,1999,177.0,1,5.0,8,1,0,0,1,0,0,1,0,0
1118,503000,Tata,Safari,110000,6.382978723404255,2179,147.94,1,7.0,10,0,1,0,0,1,0,1,0,0
1119,3800000,Volvo,XC40,20000,5.0,1969,190.0,1,5.0,6,0,1,0,1,0,0,1,0,0
1120,2000000,Toyota,Camry,68089,5.219206680584551,2494,157.7,1,5.0,9,0,0,1,1,0,0,0,0,1
1121,225000,Maruti,Wagon,58343,4.589261128958238,998,67.05,1,5.0,12,0,0,1,0,1,0,0,0,1
1122,740000,Maruti,Baleno,38817,3.2858707557502735,1248,74.0,1,5.0,7,1,0,0,0,1,0,1,0,0
1123,550000,Honda,Jazz,56494,5.4945054945054945,1199,88.7,1,5.0,9,0,0,1,0,1,0,0,0,1
1124,750000,Toyota,Innova,79328,6.928406466512702,2494,100.6,2,7.0,12,0,0,1,0,1,0,1,0,0
1125,650000,Maruti,Swift,5621,4.545454545454546,1197,81.8,1,5.0,6,0,0,1,1,0,0,0,0,1
1126,625000,Toyota,Etios,25538,5.959475566150179,1496,88.73,1,5.0,8,0,0,1,0,1,0,0,0,1
1127,600000,Maruti,Swift,69779,4.545454545454546,1197,81.8,1,5.0,7,1,0,0,1,0,0,0,0,1
1128,450000,Hyundai,Grand,56290,3.75,1186,73.97,1,5.0,8,1,0,0,0,1,0,1,0,0
1129,5400000,BMW,X4,7500,5.363528009535161,1995,190.0,1,5.0,6,1,0,0,1,0,0,1,0,0
1130,5500000,BMW,X4,8500,5.363528009535161,1995,190.0,1,5.0,6,1,0,0,1,0,0,1,0,0
